2015-12-21,66.2,16.5
2016-03-01,66.2,17.0
2016-05-31,65.5,17.6
2016-08-10,64.7,16.5
2016-09-27,63.6,17.1
2016-10-29,64.6,16.3
2016-11-29,64.3,15.6
2016-12-23,65.2,15.9
2017-01-27,65.4,15.5
2017-02-28,65.9,17.6
2017-03-31,65.2,16.0
2017-04-29,65.3,15.6
2017-05-31,64.8,16.2
2017-10-13,64.9,18.4
2018-02-24,64.4,15.3
2018-03-27,63.7,16.3
2018-06-02,65.0,16.7
2019-01-30,65.3,16.2
2019-10-05,65.8,16.8
2020-11-27,65.8,17.2
